Time,Protocol,Average Delay (s),Loss Rate (%),Average Load,Average Distance,Reachability Rate (%),MAB Selection Rate (%)
48.0,V2V,0.1,0.0,1.0,0.8100000000000023,100.0,73.86363636363636
49.0,V2V,0.1,0.0,1.0,2.2740715688157245,100.0,74.44444444444444
50.0,V2V,0.1,0.0,1.0,0.33999999999999986,100.0,75.0
51.0,V2V,0.1,0.0,1.0,0.7150000000000034,100.0,75.53191489361703
52.0,V2V,inf,100.0,1.0,0.39000000000000057,100.0,75.0
53.0,V2V,inf,100.0,1.0,2.030000000000001,100.0,74.48979591836735
54.0,V2V,0.15000000000000002,0.0,1.0,2.1900000000000013,100.0,74.0
55.0,V2V,0.1,0.0,1.0,1.8999999999999968,100.0,74.50980392156863
56.0,V2V,0.1,0.0,1.0,1.7899999999999965,100.0,75.0
57.0,V2V,0.125,0.0,1.0,1.1750000000000016,100.0,75.47169811320755
58.0,V2V,0.1,0.0,1.0,0.9149999999999969,100.0,75.92592592592592
59.0,V2V,0.125,0.0,1.0,0.5600000000000012,100.0,76.36363636363637
60.0,V2V,0.1,0.0,1.0,0.509999999999998,100.0,75.89285714285714
61.0,V2V,0.1,0.0,1.0,0.9100000000000001,100.0,76.31578947368422
62.0,V2V,0.1,50.0,1.0,1.6000000000000014,100.0,76.72413793103449
63.0,V2V,0.1,0.0,1.0,2.789999999999992,100.0,76.27118644067797
64.0,V2V,0.1,0.0,1.0,2.2749999999999986,100.0,76.66666666666667
65.0,V2V,0.1,0.0,1.0,2.765000000000006,100.0,77.04918032786885
66.0,V2V,0.1,0.0,1.0,2.530000000000003,100.0,77.41935483870968
67.0,V2V,0.1,0.0,1.0,0.04999999999999716,100.0,76.98412698412699
68.0,V2V,0.1,0.0,1.0,2.5049999999999955,100.0,77.34375
69.0,V2V,0.1,0.0,1.0,2.6450000000000005,100.0,77.6923076923077
70.0,V2V,0.1,0.0,1.0,1.2600162335951142,100.0,78.03030303030303
71.0,V2V,0.1,0.0,1.0,1.2538808840915103,100.0,78.35820895522389
72.0,V2V,0.1,50.0,1.0,2.43801225103362,100.0,78.67647058823529
73.0,V2V,inf,100.0,1.0,2.3568835355188855,100.0,78.26086956521739
74.0,V2V,0.1,0.0,1.0,2.5238858928247927,100.0,77.85714285714286
75.0,V2V,0.1,0.0,1.0,6.001344582967546,100.0,78.16901408450704
76.0,V2V,0.1,0.0,1.0,6.905002145922351,100.0,78.47222222222221
77.0,V2V,0.1,0.0,1.0,7.385001931993528,100.0,78.76712328767124
78.0,V2V,inf,100.0,1.0,9.500005263156437,100.0,78.37837837837837
80.0,V2V,inf,100.0,1.0,3.3499999999999996,100.0,76.97368421052632
81.0,V2V,0.1,0.0,1.0,0.3500000000000023,100.0,77.27272727272727
82.0,V2V,0.1,0.0,1.0,0.14500000000000046,100.0,77.56410256410257
83.0,V2V,0.1,0.0,1.0,0.18999999999999773,100.0,77.21518987341773
84.0,V2V,0.1,0.0,1.0,0.28000000000000114,100.0,77.5
85.0,V2V,0.1,0.0,1.0,0.4900000000000091,100.0,77.1604938271605
86.0,V2V,0.1,0.0,1.0,0.4750000000000014,100.0,77.4390243902439
87.0,V2V,0.1,0.0,1.0,0.6908318915758485,100.0,77.71084337349397
88.0,V2V,0.15000000000000002,0.0,1.0,1.6600000000000108,100.0,77.38095238095238
89.0,V2V,0.1,0.0,1.0,2.9672377727442067,100.0,77.05882352941177
90.0,V2V,0.1,0.0,1.0,3.3117033251611794,100.0,77.32558139534885
91.0,V2V,0.1,0.0,1.0,3.689068599280539,100.0,77.58620689655173
92.0,V2V,0.1,50.0,1.0,4.399450978459085,100.0,77.8409090909091
93.0,V2V,0.1,0.0,1.0,3.747332384510348,100.0,77.52808988764045
94.0,V2V,0.1,0.0,1.0,2.2720611723651465,100.0,77.77777777777779
95.0,V2V,0.1,50.0,1.0,2.9449999999999985,100.0,78.02197802197803
96.0,V2V,0.1,0.0,1.0,2.1008569680013918,100.0,77.71739130434783
97.0,V2V,0.1,0.0,1.0,3.693261381160046,100.0,77.95698924731182
98.0,V2V,0.1,0.0,1.0,3.8230298414555794,100.0,78.19148936170212
99.0,V2V,0.1,50.0,1.0,1.9632613811600454,100.0,78.42105263157895
100.0,V2V,0.1,0.0,1.0,2.101523257068548,100.0,78.125
101.0,V2V,0.1,0.0,1.0,1.1850119046944234,100.0,78.35051546391753
102.0,V2V,0.125,0.0,1.0,1.516232183435611,100.0,78.57142857142857
103.0,V2V,0.1,50.0,1.0,1.94475115548645,100.0,78.78787878787878
104.0,V2V,0.1,0.0,1.0,2.104661492972207,100.0,78.5
105.0,V2V,inf,100.0,1.0,4.150000000000006,100.0,78.21782178217822
106.0,V2V,0.1,0.0,1.0,3.044899282503798,100.0,78.43137254901961
107.0,V2V,0.125,0.0,1.0,2.668303738556472,100.0,78.64077669902912
108.0,V2V,0.1,50.0,1.0,2.8849810073572772,100.0,78.84615384615384
111.0,V2V,0.1,0.0,1.0,0.6649999999999991,100.0,77.57009345794393
112.0,V2V,0.1,0.0,1.0,1.2572943686325266,100.0,77.77777777777779
113.0,V2V,0.1,0.0,1.0,0.837069063257454,100.0,77.98165137614679
114.0,V2V,0.1,0.0,1.0,0.4248332406377191,100.0,78.18181818181819
115.0,V2V,0.125,0.0,1.0,0.6130277563773223,100.0,78.37837837837837
116.0,V2V,0.1,0.0,1.0,0.705000000000003,100.0,78.57142857142857
117.0,V2V,0.1,0.0,1.0,0.75,100.0,78.76106194690266
118.0,V2V,inf,100.0,1.0,0.0,100.0,78.8546255506608
119.0,V2V,0.1,0.0,1.0,1.0806016842481785,100.0,78.94736842105263
120.0,V2V,0.1,0.0,1.0,2.22,100.0,79.03930131004367
121.0,V2V,0.15000000000000002,0.0,1.0,1.7200000000000006,100.0,79.13043478260869
122.0,V2V,0.1,0.0,1.0,2.2926840166058637,100.0,79.22077922077922
123.0,V2V,0.1,0.0,1.0,2.2699999999999996,100.0,79.3103448275862
124.0,V2V,0.15000000000000002,0.0,1.0,2.240000000000002,100.0,79.39914163090128
125.0,V2V,0.1,0.0,1.0,2.475095957735782,100.0,79.48717948717949
126.0,V2V,0.1,0.0,1.0,2.1456001491424255,100.0,79.57446808510639
127.0,V2V,0.1,0.0,1.0,2.670674072214723,100.0,79.66101694915254
128.0,V2V,0.1,0.0,1.0,2.380000000000002,100.0,79.74683544303798
